"UID","Title","Service","Type","Date Initiated","Date Resolved","Action Taken",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4420"", ""4420"")","Access for Sonia MENEZ and others","","16. **CAC USE ONLY, TESTING PURPOSES***","3/3/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4419"", ""4419"")","Tomas, CPRS request","","13. CPRS Training (Self-Paced)","3/3/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4418"", ""4418"")","Access to Remdesivir Report for c.Torres and m. Guayco","","11. Data Request","3/3/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4416"", ""4416"")","HCC Nutrition discharge note","","09. Note - Template Request","3/3/2023","4/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4414"", ""4414"")","3/3/23 DATA REQUEST INFO EMG","","12. Other Request or Inquiry","3/3/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4413"", ""4413"")","3/3/23 CONSULT SERVICE ACCESS","","16. **CAC USE ONLY, TESTING PURPOSES***","3/3/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4412"", ""4412"")","3/3/23 NEW NOTE TITLE FOR MEDICINE SERVICE","","08. Note - New Title","3/3/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4411"", ""4411"")","PCMHI Consult Alerts - Removal","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4410"", ""4410"")","3.2.23 Consult Service Access/Alerts--Zanders, Brenae--Redding","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4409"", ""4409"")","3.2.23 Consult Service Access/Alerts--Zanders, Brenae--Redding","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4408"", ""4408"")","3.2.23 Remove Alerts Towne, Trevor (Redding)","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4407"", ""4407"")","request consult tracking functions to Podiatry consults","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4406"", ""4406"")","VA-Initial Five Element Mental Health Screen Template Reminder Dialog (Clinical Reminder Update_2_0_","","15. **FOR CAC USE ONLY**","3/2/2023","3/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4405"", ""4405"")","CPRS Scheduled pt. no showing on my list","","12. Other Request or Inquiry","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4403"", ""4403"")","add to consults","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4401"", ""4401"")","3/2/23 CONSULT SERVICE OCC MOD","","04. Consult Service - New","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4400"", ""4400"")","AUB MSA SUPERVISOR","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4399"", ""4399"")","FF/MI MSA SUPERVISOR MORGAN BUCHANAN-PALMER","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4398"", ""4398"")","Alerts of staff","","12. Other Request or Inquiry","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4393"", ""4393"")","Destiny Dawley needs Clinical and admin access with alerts: BHIP Consult GMH Provider transfer cons","","16. **CAC USE ONLY, TESTING PURPOSES***","3/2/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4392"", ""4392"")","Consult Access Request - Glynis Banks","","16. **CAC USE ONLY, TESTING PURPOSES***","3/1/2023","3/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4391"", ""4391"")","Cannot find consult - Inactivate MH GMH PEER SUPPORT MOD 612GM OUTPT","","12. Other Request or Inquiry","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4390"", ""4390"")","Clinic Not Linked to Group Notes","","12. Other Request or Inquiry","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4386"", ""4386"")","Unable to Sign for Controlled Substances","","12. Other Request or Inquiry","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4385"", ""4385"")","Consult Access - Ezekiel","","16. **CAC USE ONLY, TESTING PURPOSES***","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4384"", ""4384"")","Alicia Barrens consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4383"", ""4383"")","FF/MI employees consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4381"", ""4381"")","Consults Tiffany","","16. **CAC USE ONLY, TESTING PURPOSES***","3/1/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4380"", ""4380"")","Request for access to forward to ENT CLINIC OUTPT PALO ALTO","","16. **CAC USE ONLY, TESTING PURPOSES***","2/28/2023","3/1/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4379"", ""4379"")","Please enable forwarding option to IFC ENT PAVA","","16. **CAC USE ONLY, TESTING PURPOSES***","2/28/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4373"", ""4373"")","QM Note Creation","","08. Note - New Title","2/28/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4372"", ""4372"")","Med list for PACT STN for daily clinic schedule","","12. Other Request or Inquiry","2/28/2023","3/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4371"", ""4371"")","access for SONIA MENEZ","","16. **CAC USE ONLY, TESTING PURPOSES***","2/28/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4370"", ""4370"")","V21 CRH VASCULAR SURGERY IFC ACCESS","","16. **CAC USE ONLY, TESTING PURPOSES***","2/28/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4366"", ""4366"")","Medical Student unable to write consults","","12. Other Request or Inquiry","2/28/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4365"", ""4365"")","New Consult internal for MH TRD","","04. Consult Service - New","2/28/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4362"", ""4362"")","No option to complete consult","","12. Other Request or Inquiry","2/27/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4361"", ""4361"")","Add Teams to consults.","","12. Other Request or Inquiry","2/27/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4359"", ""4359"")","Env Health Registry worksheet templates","","09. Note - Template Request","2/27/2023","10/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4358"", ""4358"")","Update 293 VA-TECHNOLOGY-BASED EYE CARE SERVICES (TECS) PROGRAM DIALOG UPDATES (Reminder Dialogs)","","15. **FOR CAC USE ONLY**","2/27/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4357"", ""4357"")","VA-RPS Virtual Reality Creative Arts Therapy Template (Clinical Reminder Update_2_0_319)","","15. **FOR CAC USE ONLY**","2/27/2023","2/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4356"", ""4356"")","Updating Behavioral Medicine consult access-alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/26/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4355"", ""4355"")","URGENT- Consult Access- Environmental Health Registry Exams","","16. **CAC USE ONLY, TESTING PURPOSES***","2/24/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4353"", ""4353"")","James Botts remove consult","","16. **CAC USE ONLY, TESTING PURPOSES***","2/24/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4352"", ""4352"")","Mariposa McCall Consult removal","","16. **CAC USE ONLY, TESTING PURPOSES***","2/24/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4351"", ""4351"")","2/24/23 CONSULT SERVICE TEMPLATE OCCUP MOD","","09. Note - Template Request","2/24/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4350"", ""4350"")","Consult Access - Modesto Consults PMR Chiropractor - Clark","","16. **CAC USE ONLY, TESTING PURPOSES***","2/24/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4349"", ""4349"")","Peer consult","","05. Consult Service - Template","2/24/2023","3/7/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4347"", ""4347"")","Community Care Consults (CC ALL CC ALL CLN ADM Access)","","16. **CAC USE ONLY, TESTING PURPOSES***","2/24/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4346"", ""4346"")","Unable to sign Un-Cosigned Discharge Summary","","12. Other Request or Inquiry","2/24/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4345"", ""4345"")","Clinic Not Reflecting in Group Notes","","12. Other Request or Inquiry","2/23/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4344"", ""4344"")","Remove Alerts for Ngala","","16. **CAC USE ONLY, TESTING PURPOSES***","2/23/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4343"", ""4343"")","CPRS Training - Bautista","","13. CPRS Training (Self-Paced)","2/23/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4341"", ""4341"")","Update name: COMMUNITY CARE-EMERGENCY TREATMENT APPROVED","","03. Consult Service - Change","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4339"", ""4339"")","Update name - COMMUNITY CARE-EMERG URGENT TRANSFR","","03. Consult Service - Change","2/23/2023","","",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4338"", ""4338"")","Inactivate Clinic COMMUNITY CARE-THORACIC SURG","","03. Consult Service - Change","2/23/2023","3/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4337"", ""4337"")","Schwerdtfeger CPRS request","","13. CPRS Training (Self-Paced)","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4336"", ""4336"")","Inactivate - COMMUNITY CARE-HEMATOLOGY","","03. Consult Service - Change","2/23/2023","3/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4335"", ""4335"")","Update title COMMUNITY CARE-IVF SC (1334)","","03. Consult Service - Change","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4334"", ""4334"")","Update consult title - COMMUNITY CARE-INFERTILITY (1332)","","03. Consult Service - Change","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4333"", ""4333"")","Unhide//find Consult Title Community Care-CIH Meditation","","03. Consult Service - Change","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4332"", ""4332"")","Update consult name Community Care- Tia Chi","","03. Consult Service - Change","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4331"", ""4331"")","COMMUNITY CARE CARDIAC MRI REQUEST","","04. Consult Service - New","2/23/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4330"", ""4330"")","Reactivate DOD Bariatric Surgery Trav","","03. Consult Service - Change","2/23/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4329"", ""4329"")","Patterson CPRS request","","13. CPRS Training (Self-Paced)","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4326"", ""4326"")","New HUD-VASH Group Note Template","","09. Note - Template Request","2/23/2023","3/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4325"", ""4325"")","new CC consults for Cardiac/Coronary CTA and Cardiac MRI","","04. Consult Service - New","2/23/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4324"", ""4324"")","Consult Access for Ngala","","16. **CAC USE ONLY, TESTING PURPOSES***","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4323"", ""4323"")","Consult Access for Hua","","16. **CAC USE ONLY, TESTING PURPOSES***","2/23/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4322"", ""4322"")","Update DOD team access to clinics","","12. Other Request or Inquiry","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4321"", ""4321"")","VA-Technology-Based Eye Care Services (TECS) Program Dialog Update 293 February 23, 2023","","15. **FOR CAC USE ONLY**","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4319"", ""4319"")","Cannot Access Dental Order Menu in CPRS","","12. Other Request or Inquiry","2/23/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4318"", ""4318"")","Update of templated text for existing title","","09. Note - Template Request","2/22/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4317"", ""4317"")","Gerofit In-person Annual PFT Note","","08. Note - New Title","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4316"", ""4316"")","GEROFIT 3M/6M PFT Note","","08. Note - New Title","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4315"", ""4315"")","GEROFIT In-Person PFT Note","","08. Note - New Title","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4314"", ""4314"")","Dr. Jagadeesan","","12. Other Request or Inquiry","2/22/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4311"", ""4311"")","New Titles with Templates","","08. Note - New Title","2/22/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4310"", ""4310"")","Question - Clearing alerts","","12. Other Request or Inquiry","2/22/2023","2/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4308"", ""4308"")","ASC consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","2/22/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4307"", ""4307"")","ASC consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","2/22/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4306"", ""4306"")","ASC consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","2/22/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4305"", ""4305"")","ASC facility Fee only consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","2/22/2023","2/24/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4304"", ""4304"")","Inactivate UROLOGY OUTPT (STN)","","03. Consult Service - Change","2/22/2023","5/5/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4301"", ""4301"")","Request for access to SAC & STC ENT consults","","16. **CAC USE ONLY, TESTING PURPOSES***","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4299"", ""4299"")","No option to complete this consult","","12. Other Request or Inquiry","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4298"", ""4298"")","Consult Access for Boriskin","","16. **CAC USE ONLY, TESTING PURPOSES***","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4297"", ""4297"")","REMOVE CP ECHO FUTURE CARE CONSULT OPTION","","03. Consult Service - Change","2/22/2023","3/31/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4296"", ""4296"")","Update Template text for HOME TELEHEALTH OUTPT NCHCS consult","","05. Consult Service - Template","2/22/2023","2/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4295"", ""4295"")","UPDATE USER","","12. Other Request or Inquiry","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4294"", ""4294"")","Inactivate PHARMACY PACT PAIN OUTPT (SAC)","","03. Consult Service - Change","2/22/2023","2/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4292"", ""4292"")","WH Yoga template to populate the encounter info","","09. Note - Template Request","2/21/2023","2/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4291"", ""4291"")","dc sum","","10. Note - Title Change","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4290"", ""4290"")","Access to NCHCS Home Telehealth Consults for Toor, Baljit","","16. **CAC USE ONLY, TESTING PURPOSES***","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4287"", ""4287"")","VA-Long COVID-19 Screen Template (Clinical Reminder Update_2_0_308) February 20, 2023","","15. **FOR CAC USE ONLY**","2/21/2023","2/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4286"", ""4286"")","VAC providers consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4285"", ""4285"")","Checa, CPRS Request","","13. CPRS Training (Self-Paced)","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4284"", ""4284"")","Question regarding Surrogacy and signing of notes","","12. Other Request or Inquiry","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4282"", ""4282"")","remove old providers","","16. **CAC USE ONLY, TESTING PURPOSES***","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4281"", ""4281"")","remove willock from alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","2/21/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4280"", ""4280"")","MAKE CHANGES TO NOTE UROLOGY NURSING PROCEDURES","","09. Note - Template Request","2/21/2023","3/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4279"", ""4279"")","CHANGES TO UROLOGY NURSING NOTE TEMPALTE","","09. Note - Template Request","2/21/2023","3/10/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4278"", ""4278"")","UPDATE CPRS NOTE TEMPLATES","","09. Note - Template Request","2/21/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4276"", ""4276"")","access to specialty applications in cprs After visit summery (AVS)","","12. Other Request or Inquiry","2/17/2023","2/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4275"", ""4275"")","VAC provider access to MOD consults","","16. **CAC USE ONLY, TESTING PURPOSES***","2/17/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4274"", ""4274"")","Remove order set from nuclear medicine imaging menu","","06. CPRS Menu, Order, or Order Set - Change","2/17/2023","2/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4272"", ""4272"")","Consult Access- Endocrinology","","16. **CAC USE ONLY, TESTING PURPOSES***","2/17/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4271"", ""4271"")","Add alerts for Sac Neph NCKCP- K. French","","16. **CAC USE ONLY, TESTING PURPOSES***","2/17/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4270"", ""4270"")","Remove/Cancel Cosult that is not needed","","16. **CAC USE ONLY, TESTING PURPOSES***","2/17/2023","3/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4269"", ""4269"")","Please send pending surrogate Alerts for Dr. Gupta, Aditi (provider left VA)","","12. Other Request or Inquiry","2/17/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4268"", ""4268"")","Help with configuring CPRS patient view (THANKS!)","","12. Other Request or Inquiry","2/17/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4267"", ""4267"")","Question regarding ticker notes","","12. Other Request or Inquiry","2/17/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4266"", ""4266"")","Pharmacy med refills order issue","","12. Other Request or Inquiry","2/17/2023","2/17/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=4265"", ""4265"")","COMMUNITY CARE-FACILITY FEE consult keyword set-up for vista capture","","12. Other Request or Inquiry","2/16/2023","2/21/2023","Completed",
